Date,Product_Name,Customer_ID,Quantity_Sold,Selling_Price,Cost_Price,Festival
2024-05-29,Rice,C0296,4,35,19,0
2024-06-02,Milk,C0171,2,71,64,0
2024-06-04,Butter,C0195,2,99,91,0
2024-02-18,Oil,C0012,8,25,12,0
2024-12-02,Butter,C0195,8,56,39,0
2024-03-24,Bread,C0283,6,23,15,0
2024-12-26,Oil,C0182,5,57,50,0
2024-06-25,Oil,C0144,8,60,51,1
2024-05-27,Sugar,C0182,4,33,22,1
2024-04-27,Milk,C0030,4,90,81,0
2024-12-07,Butter,C0084,5,70,62,0
2024-03-03,Butter,C0166,1,84,72,0
2024-07-07,Milk,C0284,1,71,63,0
2024-12-25,Butter,C0281,2,49,43,0
2024-02-18,Eggs,C0096,8,76,62,1
2024-11-22,Milk,C0266,7,98,81,0
2024-09-13,Sugar,C0298,9,49,31,0
2024-08-11,Dal,C0296,5,61,51,0
2024-05-20,Oil,C0225,2,30,24,0
2024-08-02,Sugar,C0042,7,46,39,0
2024-07-29,Rice,C0246,8,43,38,0
2024-11-13,Bread,C0208,7,58,49,1
2024-02-01,Dal,C0237,7,91,78,0
2024-06-06,Rice,C0022,5,37,31,1
2024-10-11,Oil,C0185,2,96,80,1
2024-10-31,Butter,C0242,6,64,53,0
2024-10-12,Milk,C0283,4,31,22,0
2024-05-23,Oil,C0041,2,68,62,0
2024-01-19,Sugar,C0162,9,50,38,0
2024-01-18,Bread,C0160,7,41,26,0
2024-09-13,Sugar,C0089,6,63,44,1
2024-03-18,Dal,C0012,5,83,66,0
2024-06-23,Dal,C0073,3,96,79,0
2024-07-12,Bread,C0076,4,44,34,0
2024-04-22,Eggs,C0201,3,70,62,0
2024-04-23,Rice,C0010,8,26,9,0
2024-08-09,Rice,C0226,3,25,17,0
2024-06-14,Dal,C0176,7,43,37,0
2024-11-14,Dal,C0276,7,38,31,0
2024-05-11,Butter,C0039,7,28,9,1
2024-09-20,Milk,C0060,7,55,44,0
2024-02-24,Butter,C0066,2,59,52,1
2024-12-24,Butter,C0124,3,43,26,0
2024-05-10,Eggs,C0164,9,67,58,0
2024-10-14,Rice,C0159,3,82,68,0
2024-09-22,Eggs,C0057,2,88,78,0
2024-06-10,Eggs,C0078,9,72,62,0
2024-03-27,Bread,C0194,9,73,55,0
2024-02-24,Rice,C0285,4,61,53,0
2024-10-14,Milk,C0015,9,64,54,0
2024-06-26,Sugar,C0012,3,33,26,0
2024-12-14,Dal,C0101,7,48,37,0
2024-01-08,Dal,C0156,7,25,14,0
2024-11-16,Milk,C0125,8,26,18,1
2024-11-08,Eggs,C0280,4,56,50,0
2024-09-03,Butter,C0110,3,72,57,0
2024-11-18,Bread,C0146,3,37,26,1
2024-09-11,Eggs,C0216,5,57,50,0
2024-11-23,Dal,C0162,1,78,59,1
2024-02-23,Oil,C0128,3,20,15,0
2024-09-05,Butter,C0150,6,87,81,1
2024-08-26,Dal,C0036,3,63,49,0
2024-08-16,Oil,C0173,5,66,53,1
2024-03-07,Eggs,C0022,9,54,38,0
2024-02-20,Milk,C0206,2,79,60,0
2024-04-06,Milk,C0127,2,71,59,0
2024-04-01,Butter,C0217,6,27,8,0
2024-09-20,Dal,C0096,6,99,80,0
2024-10-17,Rice,C0164,8,60,42,0
2024-04-05,Oil,C0148,2,22,12,1
2024-03-28,Bread,C0018,9,88,70,0
2024-03-18,Dal,C0294,2,33,23,1
2024-10-14,Bread,C0195,1,45,27,0
2024-04-29,Dal,C0151,2,89,84,1
2024-10-28,Rice,C0123,7,77,71,1
2024-06-13,Rice,C0187,8,59,51,0
2024-06-30,Butter,C0149,5,70,63,1
2024-08-10,Butter,C0104,6,24,6,0
2024-11-06,Rice,C0243,1,96,91,0
2024-01-07,Sugar,C0231,6,51,39,0
2024-11-25,Rice,C0206,8,99,88,0
2024-09-19,Milk,C0198,3,20,12,0
2024-06-09,Milk,C0087,1,96,80,0
2024-05-30,Sugar,C0142,4,73,57,0
2024-03-25,Eggs,C0199,1,30,17,0
2024-05-26,Oil,C0046,8,72,57,0
2024-04-21,Eggs,C0288,5,27,9,1
2024-02-05,Bread,C0015,1,44,36,1
2024-10-11,Eggs,C0044,8,59,54,0
2024-07-06,Dal,C0169,9,51,32,0
2024-03-22,Eggs,C0044,2,47,33,0
2024-01-02,Dal,C0098,9,97,78,0
2024-10-29,Sugar,C0261,8,22,17,0
2024-07-15,Milk,C0109,7,98,93,0
2024-01-11,Butter,C0283,3,81,76,0
2024-08-21,Dal,C0104,2,46,38,0
2024-07-13,Milk,C0256,7,64,59,0
2024-04-28,Oil,C0206,5,44,38,0
2024-01-20,Bread,C0043,6,80,72,1
2024-09-17,Oil,C0245,4,63,52,0
2024-10-19,Sugar,C0287,2,65,59,0
2024-09-12,Eggs,C0273,9,33,21,1
2024-08-09,Eggs,C0083,3,27,10,0
2024-08-13,Rice,C0110,7,67,56,0
2024-02-22,Rice,C0190,8,33,20,0
2024-12-20,Rice,C0288,2,84,66,0
2024-12-07,Oil,C0251,6,99,89,0
2024-12-29,Dal,C0212,8,26,18,0
2024-10-06,Bread,C0291,7,98,88,0
2024-03-21,Rice,C0133,3,68,49,0
2024-07-20,Sugar,C0201,1,74,66,0
2024-06-06,Sugar,C0285,6,32,21,1
2024-04-29,Rice,C0095,8,92,79,0
2024-02-28,Eggs,C0278,6,75,68,0
2024-08-02,Rice,C0219,5,75,68,0
2024-05-07,Bread,C0089,8,34,28,0
2024-08-11,Rice,C0072,2,76,71,0
2024-07-27,Bread,C0247,1,77,59,0
2024-04-24,Sugar,C0129,1,54,49,0
2024-07-27,Rice,C0212,4,35,18,0
2024-01-14,Oil,C0096,6,27,20,0
2024-01-09,Butter,C0075,9,64,46,0
2024-02-09,Oil,C0054,1,59,48,0
2024-08-24,Sugar,C0054,1,73,54,0
2024-10-07,Bread,C0218,5,33,18,1
2024-12-24,Oil,C0016,5,78,65,0
2024-07-19,Bread,C0099,5,72,54,0
2024-09-02,Oil,C0020,6,46,40,0
2024-10-04,Oil,C0046,8,66,55,1
2024-08-22,Bread,C0193,3,99,94,0
2024-01-04,Dal,C0058,9,25,19,0
2024-06-02,Oil,C0111,1,74,64,1
2024-01-29,Rice,C0129,4,63,48,1
2024-04-18,Butter,C0194,9,37,28,0
2024-04-07,Sugar,C0008,8,35,23,0
2024-08-02,Dal,C0029,9,31,15,0
2024-10-19,Bread,C0112,1,39,24,0
2024-03-15,Dal,C0161,9,64,58,1
2024-11-21,Milk,C0131,3,83,78,0
2024-05-25,Milk,C0188,9,78,67,1
2024-05-07,Oil,C0163,1,41,31,0
2024-12-06,Oil,C0197,1,66,54,0
2024-02-11,Rice,C0204,9,48,33,0
2024-12-21,Butter,C0212,6,64,45,0
2024-02-10,Sugar,C0109,4,96,77,0
2024-02-03,Dal,C0276,7,28,11,0
2024-01-17,Milk,C0073,5,43,25,0
2024-06-13,Oil,C0167,7,34,22,0
2024-06-01,Eggs,C0260,8,55,49,0
2024-03-16,Eggs,C0243,8,32,14,0
2024-03-27,Sugar,C0275,1,63,51,0
2024-04-26,Dal,C0102,8,90,80,0
2024-12-27,Oil,C0173,6,91,78,0
2024-12-07,Oil,C0171,4,97,81,0
2024-01-27,Milk,C0141,8,95,84,0
2024-11-08,Milk,C0188,3,55,49,0
2024-10-13,Oil,C0086,4,80,68,0
2024-05-13,Bread,C0052,6,59,46,0
2024-08-06,Oil,C0111,7,46,35,0
2024-06-16,Sugar,C0043,4,20,12,0
2024-04-07,Oil,C0211,4,53,40,0
2024-09-24,Rice,C0200,7,87,79,1
2024-08-24,Butter,C0298,6,40,24,0
2024-11-04,Rice,C0240,8,52,44,0
2024-06-21,Rice,C0115,1,26,13,0
2024-07-08,Bread,C0026,7,84,66,0
2024-05-01,Bread,C0299,7,22,10,1
2024-02-15,Eggs,C0077,7,70,62,0
2024-03-04,Oil,C0137,7,98,80,0
2024-05-09,Rice,C0020,8,73,61,0
2024-11-05,Bread,C0211,9,99,80,0
2024-12-28,Milk,C0240,9,93,81,0
2024-07-11,Oil,C0039,2,78,67,0
2024-11-02,Sugar,C0268,7,25,11,0
2024-06-29,Butter,C0207,7,48,31,0
2024-10-18,Dal,C0267,4,36,26,0
2024-10-08,Oil,C0154,9,79,67,0
2024-01-29,Dal,C0042,8,41,30,0
2024-05-28,Rice,C0011,1,43,34,1
2024-09-23,Butter,C0294,2,70,54,0
2024-10-22,Dal,C0098,2,69,52,0
2024-01-11,Rice,C0275,8,30,13,0
2024-06-12,Milk,C0230,1,75,67,0
2024-04-22,Dal,C0220,4,90,72,0
2024-07-05,Butter,C0065,5,61,45,0
2024-10-21,Eggs,C0232,9,58,52,0
2024-08-19,Oil,C0052,7,88,73,0
2024-08-14,Rice,C0263,8,67,55,1
2024-11-05,Oil,C0267,9,76,63,0
2024-04-07,Butter,C0154,7,40,32,1
2024-02-24,Bread,C0140,5,39,31,0
2024-04-20,Rice,C0051,5,34,25,1
2024-05-31,Dal,C0117,6,88,82,0
2024-09-02,Rice,C0046,5,96,85,0
2024-03-09,Oil,C0088,9,70,51,0
2024-11-07,Milk,C0208,3,95,86,0
2024-10-15,Rice,C0269,3,81,71,0
2024-09-06,Dal,C0089,7,56,48,0
2024-02-05,Bread,C0118,7,25,13,0
2024-08-26,Eggs,C0054,6,90,78,0
2024-05-27,Sugar,C0116,3,45,29,0
2024-08-14,Milk,C0118,7,27,18,0
2024-08-31,Eggs,C0260,5,92,76,0
2024-12-02,Bread,C0075,7,23,13,1
2024-12-30,Rice,C0007,2,40,33,0
2024-07-19,Oil,C0122,6,50,45,1
2024-06-02,Butter,C0011,8,40,27,0
2024-03-13,Oil,C0215,1,44,31,0
2024-07-19,Eggs,C0279,4,34,27,0
2024-10-22,Dal,C0028,1,54,46,0
2024-01-17,Oil,C0235,1,68,51,0
2024-05-08,Milk,C0026,8,62,51,0
2024-08-04,Oil,C0054,7,60,54,0
2024-03-01,Dal,C0029,1,56,40,0
2024-04-13,Sugar,C0164,2,76,69,0
2024-02-11,Rice,C0270,4,61,51,0
2024-01-25,Butter,C0035,1,66,51,0
2024-02-08,Eggs,C0286,3,80,68,0
2024-10-17,Rice,C0273,8,33,14,0
2024-05-10,Oil,C0208,8,87,82,0
2024-08-16,Bread,C0238,8,72,64,0
2024-04-17,Rice,C0093,6,53,34,0
2024-06-20,Sugar,C0173,6,95,90,0
2024-04-11,Oil,C0079,5,43,37,0
2024-12-19,Butter,C0110,9,39,27,0
2024-01-12,Dal,C0217,4,88,78,0
2024-10-01,Sugar,C0106,7,49,36,0
2024-04-10,Oil,C0047,1,26,20,0
2024-02-13,Sugar,C0181,9,55,48,0
2024-10-31,Rice,C0064,7,57,44,0
2024-01-17,Butter,C0246,9,99,86,1
2024-11-25,Dal,C0244,7,71,54,0
2024-02-26,Oil,C0087,2,34,24,0
2024-11-06,Milk,C0217,6,65,47,0
2024-10-29,Eggs,C0007,4,42,23,0
2024-01-12,Dal,C0278,3,31,24,1
2024-11-13,Milk,C0210,2,63,54,0
2024-03-20,Sugar,C0169,6,34,15,1
2024-08-03,Bread,C0138,8,68,62,0
2024-12-04,Dal,C0230,6,40,29,0
2024-09-20,Sugar,C0161,9,34,20,0
2024-05-28,Milk,C0001,5,33,18,0
2024-03-21,Rice,C0236,2,61,49,0
2024-08-02,Rice,C0188,8,99,89,0
2024-07-16,Bread,C0004,9,34,22,0
2024-07-18,Eggs,C0132,4,82,76,1
2024-01-25,Dal,C0218,6,87,80,0
2024-03-29,Dal,C0260,8,46,35,0
2024-09-24,Dal,C0001,9,72,58,0
2024-05-22,Eggs,C0071,5,71,55,0
2024-02-28,Sugar,C0178,6,82,77,0
2024-12-30,Butter,C0189,4,92,81,0
2024-01-26,Butter,C0291,5,72,62,0
2024-02-16,Bread,C0008,7,76,64,0
2024-10-14,Dal,C0253,9,71,60,0
2024-09-22,Sugar,C0292,6,62,54,0
2024-01-16,Rice,C0244,6,26,19,1
2024-07-17,Milk,C0123,8,61,54,0
2024-10-08,Sugar,C0299,4,23,4,0
2024-03-26,Eggs,C0283,3,88,80,0
2024-09-06,Butter,C0032,7,24,5,0
2024-09-26,Butter,C0146,5,94,81,0
2024-11-30,Rice,C0156,2,99,86,0
2024-04-26,Rice,C0016,2,60,43,0
2024-01-07,Eggs,C0047,6,23,17,0
2024-05-16,Milk,C0251,8,21,12,0
2024-06-24,Rice,C0187,1,86,81,0
2024-11-23,Bread,C0031,6,40,32,0
2024-11-10,Milk,C0260,2,89,83,0
2024-08-02,Rice,C0017,2,62,50,0
2024-03-22,Oil,C0039,7,88,80,1
2024-08-10,Sugar,C0039,1,28,19,0
2024-04-12,Rice,C0132,6,47,32,0
2024-09-29,Bread,C0030,7,45,37,0
2024-01-14,Dal,C0158,8,22,13,0
2024-06-07,Rice,C0278,7,92,83,0
2024-05-31,Butter,C0203,6,68,59,1
2024-04-17,Butter,C0066,9,36,21,1
2024-07-06,Butter,C0108,3,82,75,0
2024-10-27,Dal,C0268,6,74,63,0
2024-04-07,Butter,C0222,4,42,35,0
2024-05-10,Oil,C0292,2,53,47,0
2024-10-19,Rice,C0018,1,88,81,0
2024-06-19,Eggs,C0090,1,34,19,0
2024-07-01,Butter,C0181,3,66,59,0
2024-12-29,Milk,C0255,4,22,10,0
2024-02-08,Eggs,C0253,2,47,39,0
2024-01-15,Dal,C0257,1,22,15,0
2024-01-04,Oil,C0087,4,23,9,0
2024-12-14,Milk,C0090,7,50,41,0
2024-07-28,Milk,C0237,6,64,56,0
2024-06-09,Milk,C0070,6,78,65,0
2024-01-16,Milk,C0044,9,64,52,0
2024-04-17,Eggs,C0200,2,94,79,0
2024-11-06,Eggs,C0152,4,56,45,0
2024-08-14,Rice,C0086,5,84,65,1
2024-06-18,Butter,C0019,1,28,16,0
2024-02-03,Sugar,C0101,8,36,19,0
2024-09-07,Rice,C0095,8,84,75,0
2024-09-03,Rice,C0254,6,22,14,1
2024-09-25,Oil,C0030,5,45,34,0
2024-05-20,Oil,C0249,8,72,67,1
2024-09-30,Butter,C0033,3,50,40,0
2024-04-05,Sugar,C0229,3,45,26,1
2024-08-14,Oil,C0012,2,42,30,0
2024-02-08,Butter,C0118,5,49,38,0
2024-10-28,Butter,C0155,3,29,23,1
2024-01-29,Eggs,C0246,3,91,73,1
2024-11-13,Bread,C0247,6,83,66,0
2024-09-01,Eggs,C0029,8,41,23,0
2024-08-23,Sugar,C0161,2,34,23,0
2024-07-03,Oil,C0235,4,75,58,0
2024-09-28,Sugar,C0190,7,93,83,0
2024-08-23,Rice,C0117,1,39,22,1
2024-08-26,Rice,C0271,1,66,57,0
2024-09-22,Sugar,C0258,7,72,64,0
2024-12-24,Bread,C0180,7,72,67,0
2024-12-05,Bread,C0172,1,20,3,0
2024-03-05,Eggs,C0274,1,21,15,0
2024-06-25,Sugar,C0259,4,77,58,0
2024-01-03,Oil,C0135,5,38,27,0
2024-05-21,Eggs,C0171,5,81,67,0
2024-06-06,Dal,C0210,4,97,90,0
2024-11-19,Bread,C0236,8,91,82,0
2024-05-25,Milk,C0186,7,31,19,1
2024-10-19,Eggs,C0095,9,45,28,0
2024-06-01,Rice,C0011,7,46,29,0
2024-07-11,Eggs,C0068,1,48,36,0
2024-03-13,Sugar,C0210,7,34,24,0
2024-10-31,Milk,C0196,1,65,56,0
2024-12-09,Sugar,C0098,7,20,3,0
2024-05-19,Butter,C0093,8,79,73,0
2024-07-05,Rice,C0022,9,76,63,0
2024-10-19,Rice,C0172,3,22,17,0
2024-03-01,Bread,C0134,4,37,22,1
2024-07-16,Eggs,C0025,4,71,65,0
2024-10-21,Bread,C0185,9,79,62,1
2024-11-14,Milk,C0085,7,53,48,0
2024-10-28,Eggs,C0055,3,79,63,0
2024-12-09,Butter,C0251,5,45,37,0
2024-01-11,Sugar,C0144,7,91,83,0
2024-03-02,Butter,C0167,8,38,29,0
2024-11-28,Rice,C0224,1,41,32,0
2024-08-13,Milk,C0220,2,52,40,0
2024-06-01,Dal,C0179,7,57,42,0
2024-07-17,Milk,C0119,2,54,35,1
2024-02-21,Oil,C0265,7,86,71,0
2024-09-16,Milk,C0150,9,29,22,0
2024-02-28,Butter,C0215,2,34,24,0
2024-03-12,Oil,C0197,7,30,14,0
2024-05-27,Oil,C0042,4,43,26,0
2024-12-14,Eggs,C0053,2,96,80,0
2024-03-03,Eggs,C0251,7,23,16,0
2024-11-05,Oil,C0295,5,32,15,0
2024-08-30,Dal,C0271,1,92,86,0
2024-11-25,Eggs,C0123,5,76,64,0
2024-04-16,Milk,C0266,3,56,51,1
2024-08-13,Butter,C0029,7,67,54,0
2024-11-08,Milk,C0035,6,90,75,0
2024-08-05,Dal,C0006,8,20,9,1
2024-08-28,Rice,C0111,5,79,63,0
2024-09-15,Bread,C0294,2,31,17,0
2024-09-18,Butter,C0077,9,40,23,0
2024-01-05,Eggs,C0147,8,30,11,0
2024-09-17,Butter,C0067,6,63,47,1
2024-02-23,Milk,C0008,7,77,62,0
2024-02-16,Bread,C0122,9,63,55,0
2024-08-02,Sugar,C0175,7,97,90,0
2024-06-25,Sugar,C0179,3,53,43,1
2024-01-09,Eggs,C0085,6,44,31,0
2024-04-08,Dal,C0045,7,23,4,0
2024-01-20,Sugar,C0136,2,83,70,1
2024-08-28,Butter,C0016,3,35,27,0
2024-03-01,Sugar,C0195,4,29,15,0
2024-06-26,Rice,C0009,6,85,76,0
2024-12-03,Rice,C0015,1,54,39,0
2024-03-02,Eggs,C0102,9,25,8,0
2024-05-24,Rice,C0226,5,38,25,0
2024-08-03,Sugar,C0278,7,78,72,0
2024-01-03,Dal,C0113,9,72,66,0
2024-06-08,Oil,C0001,9,27,18,0
2024-08-14,Oil,C0266,1,97,92,0
2024-09-25,Eggs,C0208,1,29,17,0
2024-04-29,Bread,C0110,3,86,77,1
2024-03-29,Oil,C0200,6,57,41,0
2024-11-24,Oil,C0012,2,48,34,1
2024-03-08,Rice,C0188,1,34,28,0
2024-12-22,Rice,C0154,1,42,26,0
2024-04-07,Sugar,C0279,5,65,52,0
2024-09-23,Eggs,C0171,4,47,41,0
2024-04-14,Bread,C0134,1,45,34,0
2024-11-18,Eggs,C0025,4,29,17,0
2024-05-02,Milk,C0018,3,66,48,1
2024-01-29,Butter,C0190,2,23,13,0
2024-05-16,Bread,C0141,9,74,56,0
2024-07-13,Bread,C0043,1,85,70,1
2024-08-13,Dal,C0284,7,86,75,1
2024-11-27,Eggs,C0146,4,26,11,1
2024-06-18,Sugar,C0092,5,74,69,0
2024-01-09,Dal,C0179,5,99,91,0
2024-02-09,Bread,C0056,1,50,33,0
2024-01-25,Bread,C0155,6,93,82,0
2024-09-17,Bread,C0160,9,38,33,0
2024-08-13,Oil,C0111,2,47,30,0
2024-05-03,Eggs,C0137,7,47,42,0
2024-02-07,Butter,C0232,6,38,23,0
2024-11-23,Butter,C0220,5,39,29,0
2024-09-07,Dal,C0068,4,32,24,0
2024-06-24,Bread,C0249,4,96,89,0
2024-03-30,Butter,C0006,6,62,46,0
2024-02-06,Rice,C0280,4,30,11,0
2024-11-11,Eggs,C0094,5,67,58,0
2024-06-24,Butter,C0269,6,34,21,0
2024-10-10,Sugar,C0197,5,36,22,0
2024-03-21,Eggs,C0025,7,73,59,0
2024-04-23,Sugar,C0148,9,69,53,1
2024-02-09,Butter,C0118,7,47,29,0
2024-10-27,Rice,C0066,7,23,5,0
2024-08-11,Sugar,C0175,4,41,25,0
2024-11-13,Oil,C0076,1,58,43,0
2024-12-14,Butter,C0114,8,53,39,0
2024-04-24,Oil,C0111,4,63,56,0
2024-07-04,Butter,C0249,1,61,52,0
2024-11-18,Milk,C0203,5,59,45,0
2024-02-25,Milk,C0147,8,31,22,0
2024-02-09,Milk,C0035,4,21,8,0
2024-12-19,Sugar,C0026,8,47,32,0
2024-02-09,Oil,C0238,8,93,77,0
2024-12-12,Oil,C0014,3,86,72,0
2024-08-24,Oil,C0045,9,90,75,0
2024-10-15,Rice,C0216,3,91,83,0
2024-09-18,Oil,C0233,1,95,90,0
2024-08-03,Rice,C0193,2,29,15,0
2024-05-26,Milk,C0051,6,76,67,0
2024-12-01,Milk,C0214,2,56,51,0
2024-06-16,Sugar,C0151,6,96,86,0
2024-04-01,Butter,C0275,1,83,67,0
2024-12-18,Milk,C0076,1,98,84,0
2024-02-28,Butter,C0220,5,59,45,1
2024-02-28,Butter,C0187,9,79,60,0
2024-10-30,Eggs,C0289,8,67,56,0
2024-06-17,Sugar,C0028,3,38,33,0
2024-09-25,Bread,C0180,3,91,77,0
2024-12-28,Bread,C0253,1,52,44,1
2024-02-14,Dal,C0126,3,63,50,0
2024-12-10,Eggs,C0177,1,56,39,0
2024-06-29,Sugar,C0037,8,55,50,0
2024-06-18,Dal,C0099,1,40,27,0
2024-12-21,Dal,C0098,5,21,9,0
2024-07-09,Eggs,C0127,9,50,41,0
2024-06-03,Bread,C0168,7,49,39,0
2024-07-06,Sugar,C0080,4,95,84,0
2024-01-07,Bread,C0294,9,63,55,1
2024-05-12,Dal,C0126,9,31,13,0
2024-08-22,Sugar,C0150,2,70,52,0
2024-02-14,Dal,C0016,6,68,58,1
2024-11-09,Oil,C0028,4,43,32,0
2024-09-05,Eggs,C0173,8,43,28,1
2024-01-31,Butter,C0046,7,79,60,0
2024-01-23,Sugar,C0236,7,30,20,0
2024-06-08,Sugar,C0214,9,32,17,0
2024-12-28,Butter,C0085,5,91,74,0
2024-06-06,Dal,C0282,6,93,74,0
2024-02-08,Oil,C0232,1,91,75,0
2024-03-22,Rice,C0085,6,83,73,0
2024-12-21,Butter,C0065,2,39,33,0
2024-09-14,Eggs,C0134,6,91,82,0
2024-07-24,Bread,C0151,9,92,85,0
2024-03-17,Dal,C0115,8,90,79,1
2024-01-12,Butter,C0064,9,97,89,0
2024-10-21,Butter,C0158,8,47,42,0
2024-08-11,Sugar,C0077,3,21,5,0
2024-01-13,Bread,C0146,8,62,46,1
2024-02-15,Bread,C0225,6,27,17,1
2024-06-03,Eggs,C0103,6,32,22,0
2024-04-22,Bread,C0088,6,54,43,1
2024-08-20,Butter,C0168,3,42,23,0
2024-01-17,Rice,C0170,1,65,50,1
2024-12-25,Milk,C0135,4,34,22,0
2024-08-10,Dal,C0050,6,21,2,0
2024-12-19,Milk,C0134,2,80,73,0
2024-07-06,Butter,C0137,7,95,77,0
2024-12-09,Milk,C0245,7,83,73,0
2024-12-30,Butter,C0109,4,71,57,0
2024-06-11,Milk,C0287,4,55,49,1
2024-11-21,Bread,C0021,1,86,69,0
2024-03-14,Oil,C0090,2,88,70,0
2024-08-20,Bread,C0296,9,86,73,0
2024-08-11,Bread,C0112,8,66,60,0
2024-11-14,Eggs,C0077,8,21,14,0
2024-02-29,Sugar,C0177,9,63,47,0
2024-11-30,Sugar,C0148,7,83,64,0
2024-08-09,Milk,C0101,9,97,78,0
2024-02-06,Butter,C0246,2,47,30,0
2024-10-04,Eggs,C0117,6,73,59,1
2024-07-14,Bread,C0092,3,93,77,0
2024-12-17,Eggs,C0028,6,86,70,1
2024-08-29,Milk,C0025,3,55,49,0
2024-11-19,Sugar,C0058,8,82,69,0
2024-08-06,Oil,C0297,4,44,39,1
2024-07-10,Dal,C0134,6,67,58,0
2024-01-17,Milk,C0249,9,58,53,0
2024-01-12,Eggs,C0038,2,66,57,0
2024-07-11,Oil,C0075,2,40,28,0
2024-01-22,Dal,C0142,7,49,37,0
2024-04-29,Rice,C0168,2,50,35,0
2024-07-28,Milk,C0259,2,45,33,1
2024-11-01,Milk,C0225,4,41,35,0
2024-09-26,Rice,C0152,9,40,28,0
2024-07-10,Rice,C0019,8,20,4,0
2024-06-23,Milk,C0146,2,56,47,0
2024-10-11,Rice,C0241,8,96,77,1
2024-07-22,Bread,C0237,4,65,60,0
2024-06-12,Dal,C0035,2,28,17,0
2024-09-07,Dal,C0190,7,36,19,1
2024-08-14,Dal,C0001,6,66,56,0
2024-01-07,Bread,C0153,5,78,69,0
2024-01-29,Butter,C0126,1,73,68,0
2024-02-02,Rice,C0226,2,31,13,0
2024-05-13,Oil,C0221,8,83,65,0
2024-03-19,Rice,C0211,1,25,20,0
2024-02-27,Milk,C0025,3,72,62,0
2024-01-26,Sugar,C0016,2,35,21,0
2024-08-13,Eggs,C0182,5,24,8,0
2024-10-11,Eggs,C0129,4,92,81,0
2024-01-04,Dal,C0042,7,65,51,0
2024-04-08,Rice,C0236,5,33,19,1
2024-02-08,Oil,C0034,8,63,58,0
2024-09-27,Milk,C0045,4,82,69,0
2024-10-11,Bread,C0134,6,71,52,0
2024-06-05,Butter,C0021,4,45,37,0
2024-03-15,Bread,C0122,2,72,63,0
2024-10-14,Oil,C0070,1,48,42,0
2024-05-09,Milk,C0048,1,38,20,0
2024-06-23,Dal,C0039,8,66,50,0
2024-03-24,Rice,C0287,4,27,13,0
2024-01-22,Milk,C0010,5,42,25,0
2024-01-27,Eggs,C0030,8,54,42,0
2024-07-13,Butter,C0244,7,72,54,0
2024-12-02,Bread,C0274,8,77,71,0
2024-08-23,Butter,C0088,8,24,17,0
2024-04-01,Butter,C0244,6,35,16,0
2024-01-21,Oil,C0015,2,36,20,0
2024-10-29,Oil,C0004,6,51,32,0
2024-12-22,Rice,C0191,1,71,58,0
2024-03-24,Oil,C0168,1,39,33,1
2024-09-18,Oil,C0009,3,85,67,0
2024-05-26,Milk,C0109,3,20,10,0
2024-09-13,Eggs,C0137,5,77,61,0
2024-02-27,Dal,C0154,1,63,55,0
2024-01-15,Rice,C0209,6,25,14,0
2024-06-10,Milk,C0272,7,69,51,0
2024-06-11,Dal,C0143,3,91,73,0
2024-11-15,Butter,C0099,4,39,29,0
2024-10-07,Milk,C0069,3,33,19,0
2024-10-06,Sugar,C0247,1,24,6,0
2024-01-12,Milk,C0261,8,60,47,0
2024-09-30,Oil,C0276,2,59,41,0
2024-09-27,Dal,C0079,1,53,40,0
2024-07-26,Rice,C0146,8,99,85,1
2024-01-27,Rice,C0111,7,64,56,0
2024-03-12,Dal,C0258,7,90,85,0
2024-02-29,Oil,C0093,4,99,93,0
2024-05-24,Bread,C0013,9,90,78,0
2024-04-02,Milk,C0260,6,46,28,0
2024-11-04,Oil,C0109,2,97,83,0
2024-01-08,Sugar,C0189,1,97,85,0
2024-03-19,Eggs,C0095,1,63,45,0
2024-01-27,Butter,C0105,9,52,33,0
2024-06-22,Dal,C0008,4,52,46,1
2024-02-19,Eggs,C0067,5,63,55,0
2024-07-17,Milk,C0191,3,39,34,1
2024-12-14,Rice,C0256,4,55,44,0
2024-06-29,Butter,C0009,8,26,18,1
2024-01-24,Eggs,C0117,4,51,36,0
2024-11-11,Bread,C0267,9,86,68,1
2024-02-15,Eggs,C0099,9,58,46,0
2024-01-15,Sugar,C0298,6,43,30,0
2024-06-01,Rice,C0164,2,89,73,0
2024-08-09,Dal,C0141,7,73,60,0
2024-07-24,Milk,C0268,9,57,50,0
2024-09-29,Dal,C0037,6,93,84,1
2024-08-23,Butter,C0074,3,99,89,0
2024-12-05,Milk,C0073,7,94,84,0
2024-08-15,Oil,C0199,5,51,37,0
2024-01-09,Bread,C0130,1,64,52,0
2024-06-14,Oil,C0246,3,80,70,0
2024-11-14,Oil,C0060,5,89,79,0
2024-08-01,Dal,C0279,7,72,64,0
2024-04-26,Butter,C0103,3,70,59,0
2024-12-09,Bread,C0296,6,95,77,0
2024-03-12,Eggs,C0151,5,75,57,0
2024-03-04,Milk,C0157,1,46,34,0
2024-07-23,Milk,C0206,6,57,50,0
2024-07-27,Sugar,C0179,8,81,70,0
2024-03-12,Rice,C0197,1,37,30,0
2024-10-03,Sugar,C0223,2,83,71,0
2024-09-30,Eggs,C0089,4,96,91,0
2024-11-15,Sugar,C0287,2,49,44,0
2024-12-03,Milk,C0276,9,68,50,0
